ID;Q003;Q004;Q005;Q006;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q018;Q019;Q020;Q021;Q022;Q023;Q024;peso
601;2;4;3;2;1;9;18;4;1;3;5;7;1;3;2;4;2;2;3;2;0,71
602;1;3;1;4;1;5;12;6;1;2;3;9;3;4;1;3;2;1;3;4;3,44
603;1;5;3;6;1;5;10;4;1;1;2;5;4;3;1;2;2;2;4;2;0,7
604;2;5;4;4;1;5;16;6;1;1;2;3;3;5;2;6;;1;4;1;0,6
605;2;6;2;3;1;5;17;2;1;1;2;5;2;3;2;7;2;2;4;2;0,99
606;1;2;4;3;1;3;2;4;3;1;2;4;3;2;1;1;;2;2;1;0,69
607;2;6;2;3;1;3;17;4;1;3;2;6;3;4;2;7;1;2;4;2;1,07
608;2;3;1;4;2;5;5;7;1;2;4;5;3;2;1;1;;3;3;2;0,92
609;2;6;5;4;1;7;17;2;1;1;2;3;3;4;2;7;2;2;4;1;0,66
610;2;5;4;1;1;6;8;5;1;1;1;3;1;2;1;2;1;2;4;1;0,64
611;1;6;4;4;1;6;17;5;1;1;1;8;5;2;2;7;2;2;5;3;0,71
612;2;6;1;3;1;3;17;3;1;3;2;3;3;3;2;7;1;2;4;1;0,66
613;2;6;5;4;1;6;16;4;1;1;2;6;3;3;2;6;;2;5;2;0,66
614;2;5;5;2;1;5;16;6;1;1;1;6;3;3;2;6;;1;4;2;1,98
615;1;4;2;3;1;5;12;6;1;2;4;7;3;3;1;3;2;2;3;2;0,52
616;2;6;2;2;1;6;17;5;1;1;1;7;1;2;2;7;2;1;4;2;1,07
617;1;2;2;2;2;3;12;6;1;3;2;6;5;3;1;3;2;3;2;2;0,41
618;2;3;2;3;1;5;12;3;1;1;3;3;2;1;1;3;2;1;3;1;1,3
619;2;3;3;3;2;4;10;7;1;1;2;10;5;3;1;2;2;3;2;;0,65
620;2;5;3;3;1;5;16;5;3;1;3;6;2;2;2;6;;2;4;2;0,63
621;2;4;5;6;1;5;18;6;1;1;1;5;4;4;2;4;2;2;3;2;0,93
622;2;2;3;4;2;1;10;4;1;3;4;7;5;2;1;2;2;3;2;2;0,2
623;1;6;4;3;2;6;6;5;1;2;2;8;2;1;1;2;1;3;4;3;0,38
624;2;3;1;6;1;5;12;2;1;3;5;10;3;2;1;3;2;2;3;;2,64
625;1;3;3;6;2;2;9;5;1;1;1;8;4;2;1;2;2;3;2;3;2,79
626;2;6;2;2;1;6;17;3;1;2;2;3;1;2;2;7;2;1;4;1;0,99
627;1;3;3;4;2;2;10;4;1;1;1;2;3;3;1;2;2;3;2;1;0,66
628;1;2;4;1;1;7;5;2;1;2;3;2;1;3;1;1;;2;2;1;2,08
629;2;5;2;2;1;5;10;4;1;1;1;2;1;2;1;2;1;2;4;1;0,73
630;2;2;4;6;1;4;14;6;1;1;1;3;4;5;2;5;;2;2;1;3,3
631;1;3;3;6;2;5;10;3;1;2;3;7;3;3;1;2;2;3;2;2;0,43
632;2;5;2;2;1;5;16;2;1;1;5;7;3;3;2;6;;2;3;2;1,43
633;2;6;3;4;1;6;16;3;1;1;1;3;5;2;2;6;;1;4;1;0,66
634;2;4;3;3;1;10;16;1;1;1;1;7;2;3;2;6;;1;3;2;3
635;2;2;4;6;1;6;11;5;1;1;5;6;4;3;1;2;2;2;2;2;0,75
636;2;3;1;6;1;5;16;4;1;1;2;4;4;1;2;6;;1;2;1;0,6
637;1;3;4;4;1;9;6;2;1;1;2;2;3;3;1;2;1;2;3;1;0,47
638;2;3;1;1;2;6;5;1;1;1;4;3;1;1;1;1;;3;2;1;0,36
639;2;3;1;3;1;6;18;6;1;1;1;7;2;3;2;4;2;2;3;2;0,6
640;2;6;3;6;1;3;17;1;1;1;1;3;4;5;2;7;2;1;5;1;0,66
641;1;3;4;3;1;5;12;2;1;1;2;7;2;4;1;3;2;2;3;2;0,69
642;1;4;1;3;2;2;9;4;1;2;3;6;2;2;1;2;2;3;3;2;0,21
643;1;6;5;4;1;5;17;4;1;2;2;7;3;2;2;7;1;2;4;2;1,43
644;2;4;4;6;1;5;16;1;1;1;3;6;4;4;2;6;;2;3;2;1,13
645;2;2;4;4;1;1;9;3;1;3;5;4;3;2;1;2;1;2;2;1;1,54
646;1;6;5;4;1;5;10;2;1;2;4;3;2;4;1;2;1;2;4;1;1,12
647;2;1;5;2;1;5;5;7;1;1;2;4;3;2;1;1;;1;1;1;0,75
648;2;2;3;4;2;1;10;3;1;1;2;8;2;2;1;2;2;3;2;3;0,19
649;1;6;4;6;1;8;17;4;1;1;4;7;3;4;2;7;2;2;5;2;1,09
650;2;4;2;2;1;5;18;4;1;1;2;4;1;4;2;4;2;2;3;1;0,47
651;2;2;1;4;1;5;12;6;1;1;2;2;2;3;1;3;2;1;2;1;0,66
652;1;3;4;6;1;6;18;5;1;1;5;6;4;5;2;4;2;1;3;2;0,73
653;2;5;1;1;1;6;17;7;1;1;5;6;1;3;2;7;2;1;4;2;2,92
654;2;3;3;3;1;5;10;6;1;1;2;6;5;2;1;2;2;2;2;2;0,42
655;1;4;3;1;1;5;4;5;1;1;2;7;1;2;1;1;;2;3;2;2,99
656;1;3;1;6;1;6;10;6;1;1;3;7;4;3;1;2;2;2;3;2;0,78
657;2;3;4;3;2;5;8;2;1;1;5;6;5;2;1;2;2;3;2;2;0,62
658;2;5;4;5;1;5;12;4;1;1;2;9;3;3;1;3;2;1;3;4;0,6
659;2;3;3;6;2;5;6;1;1;1;2;3;4;2;1;2;2;3;3;1;0,33
660;1;4;1;4;1;5;10;1;1;2;4;5;5;3;1;2;1;2;3;2;2,59
661;1;4;1;4;1;4;18;6;1;1;5;7;3;5;2;4;2;1;3;2;1,31
662;1;5;2;2;1;5;12;4;1;2;2;6;1;3;1;3;2;1;4;2;1,03
663;2;2;5;6;1;5;10;7;1;1;2;3;4;3;1;2;1;2;2;1;0,48
664;2;4;1;3;2;5;10;7;1;1;2;8;3;2;1;2;2;3;3;3;0,9
665;2;4;4;4;2;5;3;2;1;1;3;3;2;2;1;1;;3;3;1;0,31
666;2;4;1;4;1;8;18;5;1;1;1;7;3;2;2;4;2;2;3;2;0,58
667;1;3;1;3;2;2;10;2;1;2;5;6;3;3;1;2;2;3;2;2;0,6
668;1;3;5;1;1;2;18;2;1;3;5;6;3;3;2;4;1;1;2;2;1,76
669;2;2;1;1;1;8;20;1;1;1;3;7;3;5;2;4;;1;2;2;1,3
670;1;2;1;1;1;6;10;4;1;1;2;6;1;2;1;2;2;2;2;2;0,93
671;2;4;4;5;1;6;5;6;1;1;4;5;4;2;1;1;;2;3;2;0,5
672;2;5;5;5;1;5;16;3;1;1;5;10;3;3;2;6;;2;4;;1,98
673;2;3;4;5;2;5;16;1;1;1;5;5;4;2;2;6;;3;3;2;0,67
674;1;3;2;4;2;5;7;5;1;1;1;7;5;3;1;2;1;3;3;2;1,52
675;2;6;1;1;1;6;17;4;1;2;2;7;3;2;2;7;2;1;4;2;1,4
676;1;5;4;5;1;3;20;1;1;1;2;7;4;4;2;4;;2;4;2;1,58
677;2;3;1;4;1;5;13;6;1;1;1;8;2;3;1;1;;2;3;3;0,63
678;1;2;4;4;1;4;11;4;1;1;5;3;3;2;1;2;2;2;2;1;1,06
679;2;6;1;2;2;7;16;5;1;1;3;2;3;2;2;6;;3;4;1;0,23
680;1;6;2;5;1;5;10;1;1;2;4;7;4;3;1;2;2;2;4;2;1,4
681;2;4;4;6;1;5;16;2;1;1;2;4;3;2;2;6;;2;3;1;0,5
682;2;6;1;1;2;3;17;4;1;3;2;3;1;4;2;7;2;3;4;1;0,23
683;1;3;1;6;2;5;10;4;1;1;1;3;3;2;1;2;2;3;3;1;0,27
684;1;4;1;6;1;5;10;3;1;3;3;7;3;3;1;2;2;2;3;2;0,42
685;2;1;4;2;1;4;14;4;1;1;1;8;3;2;2;5;;2;1;3;1,97
686;2;1;2;1;1;4;14;6;1;3;2;3;1;3;2;5;;2;1;1;0,43
687;1;5;1;4;1;5;9;4;1;1;1;1;3;2;1;2;2;2;4;1;0,7
688;2;3;2;4;1;5;10;1;1;1;2;8;3;3;1;2;2;2;3;3;1,02
689;1;2;3;6;2;4;5;5;1;1;3;8;4;2;1;1;;3;2;3;0,16
690;1;3;5;5;2;4;18;3;1;1;4;1;3;2;2;4;2;3;3;1;0,31
691;2;5;3;3;1;6;16;3;1;1;1;7;2;2;2;6;;2;3;2;0,63
692;1;2;3;2;1;4;10;1;1;1;1;8;1;2;1;2;1;2;2;3;1,19
693;2;6;3;3;1;3;3;1;1;1;1;3;3;5;1;1;;1;4;1;1,47
694;2;4;4;4;1;5;16;6;1;1;5;6;5;3;2;6;;1;3;2;2,23
695;2;2;5;4;1;7;11;6;1;1;2;3;3;4;1;2;2;1;2;1;0,48
696;2;6;2;2;1;5;16;6;1;3;4;6;1;2;2;6;;1;4;2;2,11
697;2;3;3;4;1;6;3;6;1;3;2;3;3;2;1;1;;1;3;1;1,88
698;2;3;2;5;2;2;18;5;1;1;2;8;4;3;2;4;1;3;2;3;0,21
699;2;2;2;5;2;6;10;6;1;1;5;5;4;2;1;2;1;3;2;2;0,7
700;2;4;1;6;1;5;10;3;1;3;3;10;3;3;1;2;2;2;3;;0,58
701;2;4;5;2;1;6;16;6;1;1;2;7;1;3;2;6;;2;3;2;0,93
702;1;2;4;4;1;1;10;3;1;2;1;7;5;5;1;2;2;2;2;2;0,73
703;1;2;2;3;2;4;14;6;1;3;5;7;2;2;2;5;;3;2;2;1,8
704;1;5;3;5;1;3;9;4;1;1;1;5;3;4;1;2;2;2;4;2;0,7
705;2;4;3;1;1;2;11;3;3;3;3;8;5;3;1;2;2;2;3;3;0,49
706;1;4;5;5;1;5;10;6;1;1;1;6;3;3;1;2;2;2;3;2;0,87
707;2;3;4;4;1;5;16;2;1;1;2;6;2;3;2;6;;1;3;2;1,92
708;1;3;4;4;1;4;17;3;1;1;1;6;5;1;2;7;1;2;3;2;0,69
709;1;6;3;3;1;6;17;2;1;3;4;1;3;3;2;7;1;1;5;1;1,9
710;2;5;4;6;1;6;16;6;1;1;2;7;3;2;2;6;;1;4;2;1,35
711;1;5;3;5;1;5;10;4;1;1;1;7;4;3;1;2;1;2;4;2;0,7
712;1;4;1;1;1;6;2;6;1;1;5;7;1;3;1;1;;2;3;2;2,59
713;2;6;3;4;1;6;17;4;1;1;2;5;2;4;2;7;1;1;4;2;0,69
714;1;4;4;4;1;5;10;6;1;1;3;3;3;2;1;2;1;1;3;1;1,33
715;1;2;4;6;2;4;15;4;1;1;2;7;3;2;2;4;;3;2;2;0,37
716;2;5;1;4;1;5;1;3;1;1;2;5;3;2;1;1;;2;4;2;0,66
717;2;4;4;4;2;5;7;6;1;1;4;3;5;4;1;2;1;3;3;1;0,17
718;1;3;5;5;2;5;5;4;1;1;5;7;4;4;1;1;;3;3;2;0,3
719;2;6;4;3;1;3;20;4;1;2;2;3;5;2;2;4;;2;4;1;0,54
720;2;4;1;1;1;5;16;6;1;1;2;4;1;3;2;6;;1;3;1;1,32
721;2;1;3;4;1;4;14;7;3;3;5;7;3;2;2;5;;2;1;2;1,57
722;1;1;5;5;1;4;14;7;1;3;5;7;4;2;2;5;;2;1;2;0,5
723;2;1;2;6;1;9;14;6;1;1;1;8;4;2;2;5;;2;1;3;0,46
724;2;1;4;3;1;4;14;6;1;1;2;8;3;2;2;5;;2;1;3;1,97
725;2;4;2;1;1;5;18;6;1;1;2;7;1;3;2;4;2;1;3;2;1,97
726;1;2;5;3;1;10;21;4;1;1;1;8;3;3;;;;2;2;3;0,88
727;1;6;5;5;1;5;5;6;1;1;2;6;4;4;1;1;;2;4;2;0,64
728;2;4;1;2;2;5;10;2;1;1;4;4;3;2;1;2;2;3;3;1;0,15
729;2;3;2;4;1;2;10;6;1;1;5;8;3;3;1;2;2;2;3;3;2,57
730;2;3;1;1;1;5;16;5;1;2;4;6;1;2;2;6;;2;2;2;2,64
731;1;4;3;3;2;9;11;7;1;1;2;8;2;3;1;2;2;3;3;3;1,04
732;1;2;3;2;1;1;12;1;1;1;2;7;1;2;1;3;2;2;2;2;1,19
733;1;3;1;4;1;2;10;7;1;3;4;10;3;4;1;2;1;2;3;;3,44
734;1;3;4;5;1;4;10;3;1;1;2;8;3;2;1;2;2;2;2;3;0,69
735;2;1;4;1;2;4;10;4;1;1;1;6;1;2;1;2;1;3;1;2;0,16
736;2;3;3;5;2;6;11;5;1;1;1;8;4;3;1;2;2;3;2;3;0,1
737;2;5;4;5;1;5;16;4;1;1;2;10;3;3;2;6;;2;4;;2,67
738;1;6;2;4;1;6;17;4;1;2;2;3;5;2;2;7;2;2;4;1;0,84
739;2;1;2;2;1;3;10;5;1;3;2;8;3;3;1;2;2;2;1;3;0,76
740;1;6;2;3;1;5;17;4;1;1;1;6;2;2;2;7;2;1;4;2;0,84
741;2;6;4;4;1;6;16;6;1;1;3;6;3;2;2;6;;1;4;2;2,29
742;2;2;3;1;2;3;10;3;1;3;3;6;1;3;1;2;2;3;2;2;0,85
743;2;4;3;6;1;5;16;6;1;1;1;3;4;2;2;6;;1;3;1;0,68
744;1;5;2;5;2;6;7;5;1;1;1;5;3;3;1;2;2;3;4;2;0,38
745;2;2;2;2;1;2;10;3;1;3;5;7;1;3;1;2;2;2;2;2;2,03
746;1;2;4;4;2;4;7;5;1;1;2;6;3;2;1;2;1;3;2;2;0,34
747;2;6;2;3;1;5;17;6;1;1;2;4;2;3;2;7;2;1;4;1;0,5
748;2;5;1;6;2;5;17;2;1;2;1;3;4;1;2;7;1;3;4;1;0,47
749;1;3;4;4;2;4;10;4;1;3;3;6;5;2;1;2;1;3;3;2;0,25
750;1;2;2;5;1;6;4;3;1;1;2;3;4;2;1;1;;2;2;1;1,17
751;1;5;1;4;1;5;10;1;1;1;2;6;3;4;1;2;2;2;3;2;1,5
752;2;6;2;1;2;9;17;2;1;1;2;3;1;2;2;7;1;3;4;1;0,17
753;2;2;5;4;1;10;14;6;1;3;5;10;5;2;2;5;;2;2;;2,14
754;1;4;4;5;1;9;6;2;1;1;2;3;4;3;1;2;1;2;3;1;0,41
755;2;5;1;6;1;4;10;1;1;1;5;5;3;3;1;2;2;2;4;2;1,48
756;1;4;3;4;2;6;8;4;1;1;2;6;3;2;1;2;1;3;3;2;0,53
757;2;1;3;6;1;1;21;7;1;1;4;10;4;4;;;;2;1;;1,57
758;2;6;4;3;1;3;17;6;1;1;3;6;3;5;2;7;2;1;4;2;2,29
759;1;2;3;5;2;5;5;3;1;1;1;3;4;2;1;1;;3;2;1;0,53
760;2;5;1;2;1;6;5;3;1;1;2;7;1;3;1;1;;2;5;2;0,7
761;1;2;5;5;1;4;14;6;1;1;1;7;4;4;2;5;;2;2;2;1,87
762;2;2;5;2;1;5;5;2;1;1;2;3;1;2;1;1;;1;2;1;0,48
763;2;6;2;1;1;6;17;2;1;1;2;3;1;3;2;7;2;1;4;1;1,07
764;1;1;1;2;1;1;10;7;1;1;2;5;3;1;1;2;1;2;1;2;0,67
765;2;6;2;3;1;3;17;4;1;1;2;6;3;3;2;7;2;1;4;2;0,5
766;2;6;2;4;1;3;17;3;1;1;3;3;5;2;2;7;2;1;5;1;0,5
767;1;3;4;4;1;5;12;3;1;3;2;2;5;3;1;3;2;2;2;1;0,73
768;2;2;2;2;1;3;5;3;1;1;2;5;1;4;1;1;;2;2;2;0,33
769;2;1;3;6;1;1;5;5;1;1;2;7;4;3;1;1;;2;2;2;0,36
770;1;1;4;4;2;4;14;6;1;1;4;3;3;4;2;5;;3;2;1;1,23
771;2;6;3;6;1;6;16;7;1;1;2;6;4;2;2;6;;2;4;2;2,9
772;2;2;3;6;2;6;11;2;1;1;4;7;3;2;1;2;2;3;2;2;0,85
773;1;4;4;4;1;5;10;5;1;1;2;7;3;3;1;2;2;2;3;2;0,41
774;2;6;3;5;1;5;17;6;1;1;1;4;4;3;2;7;1;2;4;1;1,47
775;1;2;1;6;2;6;10;6;1;1;1;6;4;2;1;2;2;3;2;2;0,3
776;2;2;4;3;2;4;7;6;1;1;1;7;5;1;1;2;1;3;2;2;1,14
777;2;4;4;5;1;4;10;2;1;1;5;6;3;2;1;2;2;2;3;2;2,23
778;1;3;4;3;2;5;5;2;1;1;3;5;2;2;1;1;;3;3;2;0,54
779;1;1;3;1;2;4;14;5;1;1;1;8;1;2;2;5;;3;2;3;0,12
780;2;6;3;4;1;7;17;5;1;1;1;7;3;3;2;7;1;1;4;2;0,66
781;2;6;2;5;1;7;17;3;1;1;2;6;4;2;2;7;2;1;5;2;2,11
782;2;5;3;6;1;10;10;6;1;1;3;6;4;3;1;2;2;2;3;2;0,67
783;1;2;4;5;2;4;18;2;1;1;2;5;4;5;2;4;2;3;2;2;0,61
784;2;4;4;3;1;6;10;4;1;1;1;2;2;3;1;2;2;2;3;1;2,23
785;1;2;4;4;2;5;10;5;1;2;2;3;3;3;1;2;2;3;2;1;0,37
786;2;4;2;2;2;3;5;3;5;3;3;5;5;3;1;1;;3;3;2;0,15
787;2;5;3;6;1;5;10;6;1;3;5;7;4;2;1;2;2;2;4;2;1,11
788;1;5;3;3;1;3;11;6;1;1;1;7;3;4;1;2;2;1;4;2;0,67
789;2;4;4;6;1;4;18;6;1;1;5;6;4;3;2;4;2;2;3;2;2,23
790;1;6;1;4;1;3;17;2;1;3;3;7;3;2;2;7;1;1;4;2;1,59
791;1;5;1;6;1;6;17;6;1;2;5;9;4;2;2;7;2;2;4;4;2,95
792;2;4;2;3;1;2;10;6;1;1;1;6;5;2;1;2;2;2;3;2;1,97
793;2;2;4;2;2;5;1;4;1;1;1;3;3;1;1;1;;3;2;1;0,26
794;2;4;4;5;1;5;10;6;1;1;2;4;4;3;1;2;2;2;3;1;0,5
795;2;5;2;5;1;5;16;5;1;1;3;7;3;2;2;6;;1;4;2;0,73
796;2;1;1;1;1;4;14;6;1;1;5;8;3;2;2;5;;2;1;3;1,47
797;1;2;4;3;1;4;18;2;1;1;3;3;3;4;2;4;2;2;2;1;1,76
798;2;3;3;1;2;9;18;6;1;1;2;5;1;3;2;4;1;3;2;2;0,26
799;2;3;2;3;1;3;9;2;1;1;1;3;2;1;1;2;2;1;3;1;0,42
800;1;6;1;3;1;3;17;4;1;2;3;7;2;2;2;7;2;2;5;2;0,75
801;2;3;1;1;2;6;8;4;1;3;2;3;3;2;1;2;1;3;2;1;0,92
802;1;6;4;2;1;5;17;1;1;1;4;6;5;4;2;7;1;1;5;2;4,58
803;2;2;3;2;1;6;14;1;1;1;1;7;1;3;2;5;;2;2;2;2,46
804;1;3;4;5;1;9;6;3;1;1;2;2;4;2;1;2;1;2;3;1;0,47
805;1;3;4;5;1;9;6;2;1;1;2;3;4;3;1;2;1;2;3;1;0,5
806;2;5;5;4;1;6;4;6;1;1;2;7;2;3;1;1;;2;4;2;0,45
807;1;2;1;6;1;5;5;1;1;1;1;4;3;2;1;1;;2;2;1;0,64
808;1;2;5;3;2;5;5;6;1;1;3;10;3;3;1;1;;3;2;;0,31
809;1;4;1;2;1;5;12;6;1;3;2;8;1;3;1;3;2;2;3;3;0,59
810;2;4;1;6;1;2;11;5;1;1;5;7;4;3;1;2;2;2;3;2;1,32
811;2;2;3;4;2;9;10;5;1;1;1;5;2;3;1;2;2;3;2;2;0,2
812;2;6;3;6;1;7;17;6;1;3;3;9;4;3;2;7;2;1;5;4;2,9
813;1;2;2;6;2;4;10;6;1;1;1;3;4;2;1;2;2;3;2;1;1,8
814;1;2;4;6;1;9;5;6;1;1;2;7;4;2;1;1;;2;2;2;2,08
815;2;6;4;1;1;7;17;7;1;1;2;4;1;3;2;7;2;2;5;1;2,29
816;2;2;4;2;1;6;16;7;1;3;5;10;5;4;2;6;;2;2;;3,3
817;1;3;4;3;1;5;11;1;1;1;5;5;3;2;1;2;1;2;2;2;0,69
818;1;4;1;6;1;5;10;2;1;2;5;6;3;2;1;2;2;2;3;2;1,21
819;1;5;4;1;1;5;10;1;1;1;4;6;1;3;1;2;1;2;4;2;1,71
820;1;2;2;3;1;1;20;6;1;2;5;8;3;3;2;4;;1;2;3;5,19
821;1;3;4;3;1;9;6;2;1;1;2;3;2;3;1;2;1;2;3;1;0,47
822;1;2;1;6;1;5;12;6;1;1;5;6;3;3;1;3;2;2;2;2;0,88
823;2;6;1;6;2;6;5;2;1;3;5;7;4;3;1;1;;3;4;2;0,48
824;2;4;1;3;1;6;12;7;1;1;3;8;3;3;1;3;1;1;3;3;1,32
825;2;4;1;2;1;5;10;7;1;1;2;5;1;3;1;2;2;2;3;2;2,61
826;2;6;4;6;1;5;16;6;1;1;5;6;4;2;2;6;;2;4;2;0,52
827;2;6;1;6;1;6;18;2;1;1;2;7;3;3;2;4;2;1;4;2;1,4
828;2;2;2;3;1;4;12;2;1;2;3;5;2;3;1;3;2;2;2;2;1,03
829;2;4;1;6;1;7;10;2;1;1;3;7;3;4;1;2;2;1;3;2;1,32
830;2;2;5;6;2;4;20;6;1;1;1;7;4;2;2;4;;3;2;2;0,12
831;1;1;4;3;1;4;14;1;1;2;4;7;3;4;2;5;;2;1;2;3,55
832;2;4;3;6;2;5;10;4;1;3;2;3;4;2;1;2;1;3;3;1;0,25
833;1;2;1;6;2;4;4;5;3;1;1;9;4;2;1;1;;3;2;4;1,35
834;2;4;2;6;1;4;4;1;1;1;3;8;3;4;1;1;;2;3;3;0,78
835;1;3;2;6;1;5;3;4;1;1;2;2;4;1;1;1;;2;2;1;1,05
836;2;5;2;2;2;2;9;2;1;3;4;8;1;3;1;2;2;3;4;3;1,06
837;2;3;4;4;1;5;18;2;1;1;2;5;3;4;2;4;2;2;2;2;1,92
838;2;4;1;3;2;5;4;4;1;2;1;3;2;3;1;1;;3;3;1;0,14
839;2;5;5;3;1;4;10;6;1;1;4;7;5;2;1;2;2;2;4;2;0,45
840;1;2;1;1;2;4;10;4;1;2;4;8;1;2;1;2;2;3;2;3;0,32
841;2;5;3;6;1;10;16;7;1;1;2;3;4;3;2;6;;2;4;1;2,8
842;2;5;3;6;1;6;12;7;1;1;2;7;3;4;1;3;2;2;3;2;0,63
843;2;1;4;2;1;2;10;6;1;1;2;2;3;3;1;2;1;2;1;1;0,32
844;2;2;5;5;2;1;10;2;1;1;1;3;4;2;1;2;1;3;2;1;0,17
845;2;6;4;2;1;5;16;6;1;1;4;3;5;4;2;6;;1;4;1;2,29
846;2;5;3;5;1;6;17;4;1;1;5;3;3;2;2;7;2;1;4;1;0,67
847;1;2;5;3;1;4;14;6;1;1;5;5;3;1;2;5;;2;2;2;0,88
848;2;3;2;2;1;3;7;5;4;3;4;3;1;2;1;2;1;2;2;1;0,42
849;1;2;1;4;1;5;4;6;1;1;3;10;2;3;1;1;;2;2;;1,54
850;2;4;3;4;2;5;8;4;1;1;1;7;3;2;1;2;1;3;3;2;0,16
851;2;3;4;4;1;5;16;4;1;1;2;6;3;4;2;6;;2;2;2;0,86
852;2;4;2;4;2;5;10;3;1;2;3;4;5;3;1;2;2;3;3;1;0,11
853;2;2;2;3;1;3;8;4;1;3;3;5;2;3;1;2;1;2;2;2;0,95
854;1;3;2;2;1;4;8;4;1;2;2;3;1;2;1;2;2;2;3;1;2,06
855;2;5;4;5;1;5;16;5;1;1;3;6;3;2;2;6;;2;3;2;0,6
856;1;2;5;6;2;4;10;3;1;1;2;7;3;3;1;2;2;3;2;2;1,28
857;1;2;3;3;2;5;3;5;1;1;2;1;3;3;1;1;;3;2;1;0,24
858;1;1;4;5;1;4;14;5;1;1;2;8;3;1;2;5;;2;1;3;0,8
859;2;5;4;4;1;6;17;5;1;3;1;6;2;2;2;7;2;2;4;2;0,64
860;1;1;4;6;1;9;14;4;1;1;1;8;4;4;2;5;;2;2;3;0,85
861;2;5;1;3;2;3;9;5;1;2;2;3;3;2;1;2;2;3;4;1;0,24
862;2;3;5;3;2;7;3;6;1;1;4;7;3;4;1;1;;3;2;2;0,24
863;2;1;1;6;1;9;14;4;1;1;5;8;4;2;2;5;;2;1;3;0,35
864;2;6;4;5;2;5;17;4;1;1;4;5;3;3;2;7;1;3;4;2;0,79
865;2;6;2;2;1;5;16;2;1;3;1;6;1;3;2;6;;1;4;2;1,07
866;1;3;1;6;2;5;1;5;1;2;1;5;4;2;1;1;;3;2;2;0,18
867;2;4;4;5;1;5;10;4;1;1;3;5;3;4;1;2;1;2;3;2;0,5
868;2;2;2;6;2;6;9;4;1;1;2;5;4;2;1;2;2;3;2;2;0,17
869;2;2;1;6;1;1;14;6;1;2;4;4;3;3;2;5;;2;2;1;0,43
870;2;6;4;1;1;5;17;6;1;1;5;2;3;4;2;7;2;2;4;1;2,29
871;2;2;2;3;2;5;10;4;1;1;2;5;3;2;1;2;2;3;2;2;0,17
872;1;3;5;4;1;5;10;6;1;3;5;4;3;2;1;2;2;2;2;1;0,85
873;2;2;1;4;1;1;10;2;1;3;2;7;3;5;1;2;2;2;2;2;2,79
874;1;1;4;4;1;4;18;4;1;3;2;7;3;3;2;4;2;2;2;2;0,85
875;1;2;1;4;2;1;11;2;1;1;2;3;3;2;1;2;1;3;2;1;0,22
876;1;2;3;4;2;4;10;4;1;2;3;8;5;2;1;2;2;3;2;3;0,25
877;2;1;4;5;1;4;14;7;1;1;5;6;4;2;2;5;;2;1;2;1,97
878;1;2;5;2;1;5;7;6;1;2;2;5;1;5;1;2;2;2;2;2;0,84
879;1;1;1;4;2;4;9;6;1;3;5;10;3;3;1;2;2;3;2;;0,52
880;2;2;1;1;1;6;10;6;1;2;2;8;1;5;1;2;2;2;2;3;2,79
881;2;6;1;3;1;3;17;2;1;2;4;7;3;3;2;7;1;2;4;2;1,4
882;1;4;2;4;1;5;11;2;1;3;3;7;2;4;1;2;2;2;3;2;1,17
883;1;4;4;3;2;5;5;2;1;1;3;5;2;2;1;1;;3;3;2;0,46
884;2;1;3;6;1;10;14;4;1;3;5;5;3;3;2;5;;2;1;2;1,57
885;2;2;2;3;1;4;10;4;3;1;1;7;3;2;1;2;2;2;2;2;0,45
886;2;2;1;1;2;4;10;3;1;1;2;6;3;2;1;2;1;3;2;2;0,45
887;1;5;1;3;2;5;17;3;1;1;2;3;3;3;2;7;2;3;4;1;0,48
888;2;5;2;6;2;5;9;5;1;1;2;3;4;2;1;2;1;3;4;1;0,16
889;1;2;3;4;2;2;10;3;1;1;2;2;3;2;1;2;1;3;2;1;0,16
890;2;1;1;2;1;5;14;4;1;1;5;7;1;2;2;5;;2;1;2;0,35
891;2;3;3;3;1;6;5;5;1;2;2;7;3;2;1;1;;2;2;2;0,31
892;2;2;2;3;2;4;10;6;1;1;2;9;3;2;1;2;1;3;2;4;0,7
893;2;1;3;1;1;4;14;6;1;1;2;8;1;2;2;5;;1;1;3;1,57
894;1;2;1;6;1;1;10;1;1;1;3;8;3;2;1;2;1;2;2;3;3,9
895;2;6;3;6;1;3;17;4;1;3;5;10;4;3;2;7;1;2;5;;0,69
896;2;4;3;4;1;5;18;4;1;1;2;6;3;3;2;4;2;2;3;2;1,52
897;1;4;4;2;1;5;12;2;1;1;2;3;1;4;1;3;2;1;3;1;1,33
898;2;6;1;6;1;3;17;4;1;2;3;8;3;2;2;7;2;2;4;3;0,66
899;2;4;5;4;1;7;10;6;1;1;2;7;5;5;1;2;2;2;3;2;0,93
900;1;2;4;4;2;4;14;1;1;1;2;6;3;3;2;5;;3;2;2;0,35
901;2;3;2;3;1;3;7;4;1;1;3;5;2;3;1;2;2;1;3;2;0,42
902;1;3;1;3;1;6;3;5;1;1;2;8;3;3;1;1;;1;3;3;0,56
903;2;6;2;4;2;5;17;5;1;2;2;3;3;3;2;7;1;3;4;1;0,17
904;1;2;4;6;2;4;5;2;1;1;2;5;4;3;1;1;;3;2;2;0,72
905;2;1;2;1;1;4;20;6;1;1;5;6;1;3;2;4;;2;2;2;0,43
